=== NOTIF === 2026-08-18 09:09:30 | ARRANQUE | ARRANQUE del sistema vivo — 2026-08-18 (0DTE 20260818)
2026-08-18 13:30:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.30)
2026-08-18 13:30:06 | DATA   | cadena persistida 2026-08-18 13:30: 82 filas (fuente=live)
2026-08-18 13:31:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:31:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.10)
2026-08-18 13:31:05 | DATA   | cadena persistida 2026-08-18 13:31: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 13:31:05 | ARRANQUE | RECALIBRA 13:31: saldo=600 nivel 5->6 tope 90->110 unidades 1->1 (ancho FIJO 2)
════════════════════════════════════════════════════════════
2026-08-18 13:32:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:32:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.30)
2026-08-18 13:32:05 | DATA   | cadena persistida 2026-08-18 13:32: 82 filas (fuente=live)
2026-08-18 13:33:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:33:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.31)
2026-08-18 13:33:05 | DATA   | cadena persistida 2026-08-18 13:33: 82 filas (fuente=live)
2026-08-18 13:34:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:34:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.28)
2026-08-18 13:34:04 | DATA   | cadena persistida 2026-08-18 13:34: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 13:34:05 | ARRANQUE | RECALIBRA 13:34: saldo=595 nivel 6->5 tope 110->90 unidades 1->1 (ancho FIJO 2)
════════════════════════════════════════════════════════════
2026-08-18 13:35:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:35:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.19)
2026-08-18 13:35:04 | DATA   | cadena persistida 2026-08-18 13:35: 82 filas (fuente=live)
2026-08-18 13:36:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:36:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.21)
2026-08-18 13:36:09 | DATA   | cadena persistida 2026-08-18 13:36: 82 filas (fuente=live)
2026-08-18 13:37:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:37:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.05)
2026-08-18 13:37:09 | DATA   | cadena persistida 2026-08-18 13:37: 82 filas (fuente=live)
2026-08-18 13:38:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:38:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.10)
2026-08-18 13:38:08 | DATA   | cadena persistida 2026-08-18 13:38: 82 filas (fuente=live)
2026-08-18 13:39:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:39:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.38)
2026-08-18 13:39:08 | DATA   | cadena persistida 2026-08-18 13:39: 82 filas (fuente=live)
2026-08-18 13:40:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:40:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.22)
2026-08-18 13:40:08 | DATA   | cadena persistida 2026-08-18 13:40: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 13:40:08 | ARRANQUE | RECALIBRA 13:40: saldo=606 nivel 5->6 tope 90->110 unidades 1->1 (ancho FIJO 2)
════════════════════════════════════════════════════════════
2026-08-18 13:41:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:41:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.17)
2026-08-18 13:41:07 | DATA   | cadena persistida 2026-08-18 13:41: 82 filas (fuente=live)
2026-08-18 13:42:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:42:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.13)
2026-08-18 13:42:07 | DATA   | cadena persistida 2026-08-18 13:42: 82 filas (fuente=live)
2026-08-18 13:43:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:43:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.14)
2026-08-18 13:43:07 | DATA   | cadena persistida 2026-08-18 13:43: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 13:43:07 | ARRANQUE | RECALIBRA 13:43: saldo=584 nivel 6->5 tope 110->90 unidades 1->1 (ancho FIJO 2)
════════════════════════════════════════════════════════════
2026-08-18 13:44:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:44:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.11)
2026-08-18 13:44:07 | DATA   | cadena persistida 2026-08-18 13:44: 82 filas (fuente=live)
2026-08-18 13:45:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:45:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.09)
2026-08-18 13:45:06 | DATA   | cadena persistida 2026-08-18 13:45: 82 filas (fuente=live)
2026-08-18 13:46:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:46:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.09)
2026-08-18 13:46:06 | DATA   | cadena persistida 2026-08-18 13:46: 82 filas (fuente=live)
2026-08-18 13:47:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:47:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.02)
2026-08-18 13:47:06 | DATA   | cadena persistida 2026-08-18 13:47: 82 filas (fuente=live)
2026-08-18 13:48:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:48:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.04)
2026-08-18 13:48:05 | DATA   | cadena persistida 2026-08-18 13:48: 82 filas (fuente=live)
2026-08-18 13:49:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:49:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.06)
2026-08-18 13:49:05 | DATA   | cadena persistida 2026-08-18 13:49: 82 filas (fuente=live)
2026-08-18 13:50:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:50:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.01)
2026-08-18 13:50:04 | DATA   | cadena persistida 2026-08-18 13:50: 82 filas (fuente=live)
2026-08-18 13:51:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:51:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.01)
2026-08-18 13:51:04 | DATA   | cadena persistida 2026-08-18 13:51: 82 filas (fuente=live)
2026-08-18 13:52:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:52:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.05)
2026-08-18 13:52:09 | DATA   | cadena persistida 2026-08-18 13:52: 82 filas (fuente=live)
2026-08-18 13:53:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:53:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.11)
2026-08-18 13:53:09 | DATA   | cadena persistida 2026-08-18 13:53: 82 filas (fuente=live)
2026-08-18 13:54:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:54:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.12)
2026-08-18 13:54:08 | DATA   | cadena persistida 2026-08-18 13:54: 82 filas (fuente=live)
2026-08-18 13:55:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:55:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.07)
2026-08-18 13:55:08 | DATA   | cadena persistida 2026-08-18 13:55: 82 filas (fuente=live)
2026-08-18 13:56:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:56:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.00)
2026-08-18 13:56:08 | DATA   | cadena persistida 2026-08-18 13:56: 82 filas (fuente=live)
2026-08-18 13:57:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:57:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.90)
2026-08-18 13:57:07 | DATA   | cadena persistida 2026-08-18 13:57: 82 filas (fuente=live)
2026-08-18 13:58:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:58:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.80)
2026-08-18 13:58:07 | DATA   | cadena persistida 2026-08-18 13:58: 82 filas (fuente=live)
2026-08-18 13:59:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 13:59:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.77)
2026-08-18 13:59:07 | DATA   | cadena persistida 2026-08-18 13:59: 82 filas (fuente=live)
2026-08-18 14:00:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:00:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.62)
2026-08-18 14:00:06 | DATA   | cadena persistida 2026-08-18 14:00: 82 filas (fuente=live)
2026-08-18 14:01:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:01:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.61)
2026-08-18 14:01:06 | DATA   | cadena persistida 2026-08-18 14:01: 82 filas (fuente=live)
2026-08-18 14:02:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:02:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.60)
2026-08-18 14:02:06 | DATA   | cadena persistida 2026-08-18 14:02: 82 filas (fuente=live)
2026-08-18 14:03:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:03:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.60)
2026-08-18 14:03:05 | DATA   | cadena persistida 2026-08-18 14:03: 82 filas (fuente=live)
2026-08-18 14:04:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:04:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.57)
2026-08-18 14:04:05 | DATA   | cadena persistida 2026-08-18 14:04: 82 filas (fuente=live)
2026-08-18 14:05:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:05:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.63)
2026-08-18 14:05:05 | DATA   | cadena persistida 2026-08-18 14:05: 82 filas (fuente=live)
2026-08-18 14:06:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:06:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.56)
2026-08-18 14:06:05 | DATA   | cadena persistida 2026-08-18 14:06: 82 filas (fuente=live)
2026-08-18 14:07:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:07:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.57)
2026-08-18 14:07:04 | DATA   | cadena persistida 2026-08-18 14:07: 82 filas (fuente=live)
2026-08-18 14:08:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:08:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.63)
2026-08-18 14:08:09 | DATA   | cadena persistida 2026-08-18 14:08: 82 filas (fuente=live)
2026-08-18 14:09:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:09:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.58)
2026-08-18 14:09:09 | DATA   | cadena persistida 2026-08-18 14:09: 82 filas (fuente=live)
2026-08-18 14:10:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:10:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.49)
2026-08-18 14:10:08 | DATA   | cadena persistida 2026-08-18 14:10: 82 filas (fuente=live)
2026-08-18 14:11:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:11:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.50)
2026-08-18 14:11:08 | DATA   | cadena persistida 2026-08-18 14:11: 82 filas (fuente=live)
2026-08-18 14:12:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:12:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.56)
2026-08-18 14:12:08 | DATA   | cadena persistida 2026-08-18 14:12: 82 filas (fuente=live)
2026-08-18 14:13:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:13:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.67)
2026-08-18 14:13:08 | DATA   | cadena persistida 2026-08-18 14:13: 82 filas (fuente=live)
2026-08-18 14:14:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:14:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.98)
2026-08-18 14:14:07 | DATA   | cadena persistida 2026-08-18 14:14: 82 filas (fuente=live)
2026-08-18 14:15:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:15:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.06)
2026-08-18 14:15:07 | DATA   | cadena persistida 2026-08-18 14:15: 82 filas (fuente=live)
2026-08-18 14:16:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:16:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.14)
2026-08-18 14:16:07 | DATA   | cadena persistida 2026-08-18 14:16: 82 filas (fuente=live)
2026-08-18 14:17:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:17:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.11)
2026-08-18 14:17:07 | DATA   | cadena persistida 2026-08-18 14:17: 82 filas (fuente=live)
2026-08-18 14:18:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:18:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.21)
2026-08-18 14:18:06 | DATA   | cadena persistida 2026-08-18 14:18: 82 filas (fuente=live)
2026-08-18 14:19:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:19:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.30)
2026-08-18 14:19:06 | DATA   | cadena persistida 2026-08-18 14:19: 82 filas (fuente=live)
2026-08-18 14:19:06 | SENAL  | señal 14:18 C (ST-3 NORMAL) -> pos_abierta
2026-08-18 14:20:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:20:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.41)
2026-08-18 14:20:06 | DATA   | cadena persistida 2026-08-18 14:20: 82 filas (fuente=live)
2026-08-18 14:21:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:21:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.33)
2026-08-18 14:21:05 | DATA   | cadena persistida 2026-08-18 14:21: 82 filas (fuente=live)
2026-08-18 14:22:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:22:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.48)
2026-08-18 14:22:05 | DATA   | cadena persistida 2026-08-18 14:22: 82 filas (fuente=live)
2026-08-18 14:23:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:23:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.33)
2026-08-18 14:23:05 | DATA   | cadena persistida 2026-08-18 14:23: 82 filas (fuente=live)
2026-08-18 14:24:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:24:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.25)
2026-08-18 14:24:05 | DATA   | cadena persistida 2026-08-18 14:24: 82 filas (fuente=live)
2026-08-18 14:25:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:25:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.27)
2026-08-18 14:25:04 | DATA   | cadena persistida 2026-08-18 14:25: 82 filas (fuente=live)
2026-08-18 14:26:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:26:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.15)
2026-08-18 14:26:09 | DATA   | cadena persistida 2026-08-18 14:26: 82 filas (fuente=live)
2026-08-18 14:27:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:27:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.27)
2026-08-18 14:27:09 | DATA   | cadena persistida 2026-08-18 14:27: 82 filas (fuente=live)
2026-08-18 14:28:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:28:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.26)
2026-08-18 14:28:08 | DATA   | cadena persistida 2026-08-18 14:28: 82 filas (fuente=live)
2026-08-18 14:29:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:29:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.34)
2026-08-18 14:29:08 | DATA   | cadena persistida 2026-08-18 14:29: 82 filas (fuente=live)
2026-08-18 14:30:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:30:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.36)
2026-08-18 14:30:08 | DATA   | cadena persistida 2026-08-18 14:30: 82 filas (fuente=live)
2026-08-18 14:31:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:31:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.34)
2026-08-18 14:31:07 | DATA   | cadena persistida 2026-08-18 14:31: 82 filas (fuente=live)
2026-08-18 14:32:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:32:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.38)
2026-08-18 14:32:07 | DATA   | cadena persistida 2026-08-18 14:32: 82 filas (fuente=live)
2026-08-18 14:33:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:33:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.21)
2026-08-18 14:33:07 | DATA   | cadena persistida 2026-08-18 14:33: 82 filas (fuente=live)
2026-08-18 14:34:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:34:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.18)
2026-08-18 14:34:06 | DATA   | cadena persistida 2026-08-18 14:34: 82 filas (fuente=live)
Error 10349, reqId 44741: Order TIF was set to DAY based on order preset.
Canceled order: Trade(contract=Contract(secType='BAG', symbol='SPY', exchange='SMART', currency='USD', comboLegs=[ComboLeg(conId=908218863, ratio=1, action='SELL', exchange='SMART', openClose=0, shortSaleSlot=0, designatedLocation='', exemptCode=-1), ComboLeg(conId=908218953, ratio=1, action='BUY', exchange='SMART', openClose=0, shortSaleSlot=0, designatedLocation='', exemptCode=-1)]), order=LimitOrder(orderId=44741, clientId=17, action='SELL', totalQuantity=1, lmtPrice=0.79), orderStatus=OrderStatus(orderId=44741, status='Cancelled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 16, 7, 588537, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 16, 7, 915782, tzinfo=datetime.timezone.utc), status='Cancelled', message='Error 10349, reqId 44741: Order TIF was set to DAY based on order preset.', errorCode=10349)], advancedError='')
Error 201, reqId 44741: Order rejected - reason:Riskless combination orders are not allowed. You have reached the maximum limit of active<br>riskless/guaranteed-loss combination orders. Please wait for existing orders to complete or cancel one before<br>submitting a new order.
Error 10349, reqId 44743: Order TIF was set to DAY based on order preset.
Canceled order: Trade(contract=Option(conId=908218908, symbol='SPY', lastTradeDateOrContractMonth='20260818', strike=768.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPY   260818C00768000', tradingClass='SPY'), order=LimitOrder(orderId=44743, clientId=17, action='SELL', totalQuantity=1, lmtPrice=0.94), orderStatus=OrderStatus(orderId=44743, status='Cancelled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 16, 10, 638366, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 16, 10, 649621, tzinfo=datetime.timezone.utc), status='Cancelled', message='Error 10349, reqId 44743: Order TIF was set to DAY based on order preset.', errorCode=10349)], advancedError='')
SPY 120 S 1 min useRTH=False
2026-08-18 14:57:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.80)
2026-08-18 14:57:05 | DATA   | cadena persistida 2026-08-18 14:57: 82 filas (fuente=live)
2026-08-18 14:58:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:58:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.80)
2026-08-18 14:58:05 | DATA   | cadena persistida 2026-08-18 14:58: 82 filas (fuente=live)
2026-08-18 14:59:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 14:59:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.74)
2026-08-18 14:59:05 | DATA   | cadena persistida 2026-08-18 14:59: 82 filas (fuente=live)
2026-08-18 15:00:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:00:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.70)
2026-08-18 15:00:04 | DATA   | cadena persistida 2026-08-18 15:00: 82 filas (fuente=live)
2026-08-18 15:01:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:01:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.73)
2026-08-18 15:01:09 | DATA   | cadena persistida 2026-08-18 15:01: 82 filas (fuente=live)
2026-08-18 15:02:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:02:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.79)
2026-08-18 15:02:09 | DATA   | cadena persistida 2026-08-18 15:02: 82 filas (fuente=live)
2026-08-18 15:03:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:03:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.82)
2026-08-18 15:03:08 | DATA   | cadena persistida 2026-08-18 15:03: 82 filas (fuente=live)
2026-08-18 15:04:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:04:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.81)
2026-08-18 15:04:08 | DATA   | cadena persistida 2026-08-18 15:04: 82 filas (fuente=live)
2026-08-18 15:05:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:05:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.75)
2026-08-18 15:05:08 | DATA   | cadena persistida 2026-08-18 15:05: 82 filas (fuente=live)
2026-08-18 15:06:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:06:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.71)
2026-08-18 15:06:08 | DATA   | cadena persistida 2026-08-18 15:06: 82 filas (fuente=live)
2026-08-18 15:07:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:07:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.71)
2026-08-18 15:07:07 | DATA   | cadena persistida 2026-08-18 15:07: 82 filas (fuente=live)
2026-08-18 15:08:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:08:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.78)
2026-08-18 15:08:07 | DATA   | cadena persistida 2026-08-18 15:08: 82 filas (fuente=live)
2026-08-18 15:09:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:09:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.89)
2026-08-18 15:09:07 | DATA   | cadena persistida 2026-08-18 15:09: 82 filas (fuente=live)
2026-08-18 15:10:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:10:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.83)
2026-08-18 15:10:07 | DATA   | cadena persistida 2026-08-18 15:10: 82 filas (fuente=live)
2026-08-18 15:11:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:11:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.91)
2026-08-18 15:11:06 | DATA   | cadena persistida 2026-08-18 15:11: 82 filas (fuente=live)
2026-08-18 15:12:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:12:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.70)
2026-08-18 15:12:06 | DATA   | cadena persistida 2026-08-18 15:12: 82 filas (fuente=live)
